[0.000000] (-) TimerEvent: {}
[0.001280] (-) JobUnselected: {'identifier': 'cav_controller'}
[0.001672] (-) JobUnselected: {'identifier': 'domain_bridge'}
[0.001835] (-) JobUnselected: {'identifier': 'simulator_launch'}
[0.002271] (p3_cpp) JobQueued: {'identifier': 'p3_cpp', 'dependencies': OrderedDict()}
[0.326384] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/8_57.csv\n'}
[0.326523] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/47_41.csv\n'}
[0.326659] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/51_46.csv\n'}
[0.326896] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/27_31.csv\n'}
[0.327072] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/56_52.csv\n'}
[0.327214] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/19_22.csv\n'}
[0.327353] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/63_34.csv\n'}
[0.327502] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/58_19.csv\n'}
[0.327643] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/62_38.csv\n'}
[0.327866] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/28_32.csv\n'}
[0.328164] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/59_18.csv\n'}
[0.328319] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/38_41.csv\n'}
[0.328462] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/31_1.csv\n'}
[0.328601] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/22_50.csv\n'}
[0.328736] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/61_47.csv\n'}
[0.329011] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/60_52.csv\n'}
[0.329165] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/24_27.csv\n'}
[0.329307] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/3_33.csv\n'}
[0.329579] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/12_15.csv\n'}
[0.330424] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/53_25.csv\n'}
[0.346269] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/3_6.csv\n'}
[0.346491] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/44_63.csv\n'}
[0.346684] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/32_5.csv\n'}
[0.346850] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/48_53.csv\n'}
[0.347010] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/37_39.csv\n'}
[0.347164] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/4_7.csv\n'}
[0.347313] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/38_49.csv\n'}
[0.347461] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/50_48.csv\n'}
[0.347609] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/57_47.csv\n'}
[0.347753] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/51_55.csv\n'}
[0.347899] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/35_28.csv\n'}
[0.348045] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/8_11.csv\n'}
[0.348190] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/49_59.csv\n'}
[0.348334] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/1_3.csv\n'}
[0.348476] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/26_29.csv\n'}
[0.348620] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/21_51.csv\n'}
[0.348765] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/36_38.csv\n'}
[0.348910] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/3_7.csv\n'}
[0.349071] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/30_1.csv\n'}
[0.349220] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/15_18.csv\n'}
[0.349366] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/10_13.csv\n'}
[0.349528] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/52_24.csv\n'}
[0.349682] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/39_49.csv\n'}
[0.349832] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/40_63.csv\n'}
[0.349975] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/20_23.csv\n'}
[0.350117] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/21_24.csv\n'}
[0.350276] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/7_10.csv\n'}
[0.350420] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/41_62.csv\n'}
[0.350562] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/57_53.csv\n'}
[0.350705] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/48_58.csv\n'}
[0.350847] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/46_41.csv\n'}
[0.350988] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/54_11.csv\n'}
[0.351128] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/33_31.csv\n'}
[0.351297] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/11_16.csv\n'}
[0.351442] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/7_9.csv\n'}
[0.351584] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/40_43.csv\n'}
[0.351724] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/23_26.csv\n'}
[0.351865] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/55_12.csv\n'}
[0.352005] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/15_60.csv\n'}
[0.352147] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/9_12.csv\n'}
[0.352286] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/14_17.csv\n'}
[0.352424] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/61_54.csv\n'}
[0.352563] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/9_56.csv\n'}
[0.352702] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/45_62.csv\n'}
[0.352840] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/34_27.csv\n'}
[0.352980] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/waypoint/17_20.csv\n'}
[0.353119] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/cav04p3.csv\n'}
[0.353257] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/p1_1.csv\n'}
[0.353398] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/tool/path_generator.py\n'}
[0.353570] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/config\n'}
[0.353736] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/config/bridge_04.yaml\n'}
[0.353896] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/config/bridge_07.yaml\n'}
[0.354045] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/config/bridge_06.yaml\n'}
[0.354191] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/config/bridge_01.yaml\n'}
[0.354337] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/ament_index/resource_index/package_run_dependencies/p3_cpp\n'}
[0.354481] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/ament_index/resource_index/parent_prefix_path/p3_cpp\n'}
[0.354629] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/environment/ament_prefix_path.sh\n'}
[0.354772] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/environment/ament_prefix_path.dsv\n'}
[0.354915] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/environment/path.sh\n'}
[0.355057] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/environment/path.dsv\n'}
[0.355200] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/local_setup.bash\n'}
[0.355340] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/local_setup.sh\n'}
[0.355481] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/local_setup.zsh\n'}
[0.355622] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/local_setup.dsv\n'}
[0.355765] (p3_cpp) StdoutLine: {'line': b'-- Installing: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/package.dsv\n'}
[0.355906] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/ament_index/resource_index/packages/p3_cpp\n'}
[0.356047] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/cmake/p3_cppConfig.cmake\n'}
[0.356215] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/cmake/p3_cppConfig-version.cmake\n'}
[0.356363] (p3_cpp) StdoutLine: {'line': b'-- Up-to-date: /home/cav-06/KAIST_Mobility_Challenge_Hardware/ros2_ws/install/p3_cpp/share/p3_cpp/package.xml\n'}
[0.356509] (p3_cpp) CommandEnded: {'returncode': 0}
[0.363362] (p3_cpp) JobEnded: {'identifier': 'p3_cpp', 'rc': 0}
[0.365294] (-) EventReactorShutdown: {}
